IATA N°,Cia.,Nro. Docto,Fecha Emisi,$/D,CA,CC,TOTAL TRANSAC,VALOR TARIFA,IMP,TASAS & CARGOS,IVA TARIFA,COM STD,COM SUPL,IVA COM,NETO A PAGAR,,OPERACION N°,FACTURA N°,PAX
12345678,3157965254.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19137.00,19137.00,9893.00,2047.80,,0.00,98.93,,,11841.87,,11941,,0.00
12345678,3157965255.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19142.00,19142.00,20441.00,6315.50,,0.00,0.00,,,0.00,,0,,26756.50
12345678,3157965256.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19142.00,19142.00,20441.00,6315.50,,0.00,0.00,,,0.00,,0,,26756.50
12345678,3157965257.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19143.00,19143.00,17837.00,7022.00,,0.00,178.37,,,24680.63,,24859,,0.00
12345678,3157965258.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19144.00,19144.00,1834.00,302.41,,201.24,0.00,,,2337.65,,2338,,0.00
12345678,3157965259.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19144.00,19144.00,1651.00,294.18,,181.16,0.00,,,2126.34,,2126,,0.00
12345678,3157965260.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19147.00,19147.00,1834.00,302.41,,201.24,0.00,,,2337.65,,2338,,0.00
12345678,3157965261.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19149.00,19149.00,4494.00,312.17,,493.10,0.00,,,5299.27,,5299,,0.00
12345678,3157965262.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19151.00,19151.00,18358.00,37586.10,,0.00,0.00,,,55944.10,,55944,,0.00
12345678,3157965263.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19151.00,19151.00,18358.00,37586.10,,0.00,0.00,,,55944.10,,55944,,0.00
12345678,3157965264.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19153.00,19153.00,6423.00,3155.10,,0.00,0.00,,,9578.10,,9578,,0.00
12345678,3157965265.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19154.00,19154.00,5295.00,26978.80,,0.00,52.95,,,32220.85,,32274,,0.00
12345678,3157965266.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19154.00,19154.00,5295.00,26978.80,,0.00,52.95,,,32220.85,,32274,,0.00
12345678,3157965267.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19154.00,19154.00,5295.00,26978.80,,0.00,52.95,,,32220.85,,32274,,0.00
12345678,3157965268.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19154.00,19154.00,5295.00,26978.80,,0.00,52.95,,,32220.85,,32274,,0.00
12345678,3157965269.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19155.00,19155.00,29512.00,7839.20,,0.00,0.00,,,37351.20,,37351,,0.00
12345678,3157965271.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19161.00,19161.00,29512.00,7839.20,,0.00,0.00,,,37351.20,,37351,,0.00
12345678,3157965272.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19162.00,19162.00,1443.00,174.88,,158.33,0.00,,,1776.21,,1776,,0.00
12345678,3157965273.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19163.00,19163.00,1348.00,280.54,,147.91,0.00,,,1776.45,,1776,,0.00
12345678,3157965274.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19163.00,19163.00,1348.00,280.54,,147.91,0.00,,,1776.45,,1776,,0.00
12345678,3157965275.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19164.00,19164.00,3744.00,460.96,,410.81,0.00,,,4615.77,,4616,,0.00
12345678,3157965276.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19165.00,19165.00,1999.00,199.90,,219.34,0.00,,,2418.24,,2418,,0.00
12345678,3157965277.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19165.00,19165.00,1999.00,199.90,,219.34,0.00,,,2418.24,,2418,,0.00
12345678,3157965278.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19166.00,19166.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965279.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19166.00,19166.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965280.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19167.00,19167.00,27125.00,7672.20,,0.00,271.25,,,34525.95,,34797,,0.00
12345678,3157965281.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19167.00,19167.00,27125.00,7672.20,,0.00,271.25,,,34525.95,,34797,,0.00
12345678,3157965282.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19168.00,19168.00,4904.00,4466.30,,0.00,0.00,,,9370.30,,9370,,0.00
12345678,3157965283.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19168.00,19168.00,4904.00,4466.30,,0.00,0.00,,,9370.30,,9370,,0.00
12345678,3157965284.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19169.00,19169.00,3171.00,252.64,,347.94,0.00,,,3771.58,,3772,,0.00
12345678,3157965285.00,16/07/2019,###############################################################################################################################################################################################################################################################,$,,19169.00,19169.00,3171.00,252.64,,347.94,0.00,,,3771.58,,3772,,0.00
12345678,3157965286.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19181.00,19181.00,,0.00,,,,,,,,,,
12345678,3157965287.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19181.00,19181.00,,0.00,,,,,,,,,,
12345678,3157965288.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19181.00,19181.00,,0.00,,,,,,,,,,
12345678,3157965289.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19186.00,19186.00,2592.00,4142.00,,0.00,25.92,,,6708.08,,6734,,0.00
12345678,3157965290.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19204.00,19204.00,2701.00,341.43,,296.37,0.00,,,3338.80,,3339,,0.00
12345678,3157965291.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19204.00,19204.00,2701.00,341.43,,296.37,0.00,,,3338.80,,3339,,0.00
12345678,3157965292.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19204.00,19204.00,2431.00,329.28,,266.74,0.00,,,3027.02,,3027,,0.00
12345678,3157965293.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19205.00,19205.00,1919.00,196.30,,210.56,0.00,,,2325.86,,2326,,0.00
12345678,3157965294.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19206.00,19206.00,7551.00,449.74,,828.53,0.00,,,8829.27,,8829,,0.00
12345678,3157965295.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19208.00,19208.00,11249.00,4885.80,,0.00,787.43,,,15347.37,,16135,,0.00
12345678,3157965296.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19211.00,19211.00,2678.00,340.39,,293.84,0.00,,,3312.23,,3312,,0.00
12345678,3157965297.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19211.00,19211.00,2678.00,340.39,,293.84,0.00,,,3312.23,,3312,,0.00
12345678,3157965298.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19219.00,19219.00,10115.00,5132.20,,0.00,0.00,,,0.00,,0,,15247.20
12345678,3157965299.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19219.00,19219.00,10115.00,5132.20,,0.00,0.00,,,0.00,,0,,15247.20
12345678,3157965300.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19264.00,19264.00,15652.00,28697.50,,0.00,156.52,,,44192.98,,44350,,0.00
12345678,3157965301.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19264.00,19264.00,15652.00,28697.50,,0.00,156.52,,,44192.98,,44350,,0.00
12345678,3157965302.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19264.00,19264.00,15652.00,28697.50,,0.00,156.52,,,44192.98,,44350,,0.00
12345678,3157965303.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19264.00,19264.00,11728.00,27748.60,,0.00,117.28,,,39359.32,,39477,,0.00
12345678,3157965304.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19273.00,19273.00,17527.00,6352.70,,0.00,0.00,,,23003.35,,23880,,0.00
12345678,3157965305.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19279.00,19279.00,18966.00,28929.50,,0.00,189.66,,,-189.66,,0,,47895.50
12345678,3157965306.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19279.00,19279.00,18966.00,28929.50,,0.00,189.66,,,-189.66,,0,,47895.50
12345678,3157965307.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19284.00,19284.00,11807.00,735.59,,503.09,0.00,,,0.00,,0,,13045.68
12345678,3157965308.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19288.00,19288.00,3077.00,358.35,,337.62,0.00,,,0.00,,0,,3772.97
12345678,3157965309.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19288.00,19288.00,3077.00,358.35,,337.62,0.00,,,0.00,,0,,3772.97
12345678,3157965310.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19294.00,19294.00,1443.00,174.88,,158.33,0.00,,,1776.21,,1776,,0.00
12345678,3157965311.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19300.00,19300.00,5445.00,464.91,,597.45,0.00,,,6507.36,,6507,,0.00
12345678,3157965312.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19320.00,19320.00,4455.00,-488.77,,488.77,0.00,,,4455.00,,4455,,0.00
12345678,3157965313.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,29212.00,7885.50,,0.00,0.00,,,-292.12,,0,,37097.50
12345678,3157965314.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,,0.00,,,,,,,,,,
12345678,3157965315.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,29212.00,7885.50,,0.00,0.00,,,-292.12,,0,,37097.50
12345678,3157965316.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,,0.00,,,,,,,,,,
12345678,3157965317.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,29212.00,7885.50,,0.00,0.00,,,-292.12,,0,,37097.50
12345678,3157965318.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19325.00,19325.00,,0.00,,,,,,,,,,
12345678,3157965319.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19327.00,19327.00,23326.00,7542.10,,0.00,699.78,,,-699.78,,0,,30868.10
12345678,3157965320.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19335.00,19335.00,3724.00,0.00,,0.00,0.00,,,3724.00,,3724,,0.00
12345678,3157965321.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19337.00,19337.00,4375.00,416.76,,480.05,0.00,,,5271.81,,5272,,0.00
12345678,3157965322.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19340.00,19340.00,8009.00,580.29,,878.79,0.00,,,9468.08,,9468,,0.00
12345678,3157965323.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19340.00,19340.00,8009.00,580.29,,878.79,0.00,,,9468.08,,9468,,0.00
12345678,3157965324.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19340.00,19340.00,7208.00,544.24,,790.90,0.00,,,8543.14,,8543,,0.00
12345678,3157965325.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19340.00,19340.00,0.00,0.00,,0.00,0.00,,,0.00,,0,,0.00
12345678,3157965326.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19342.00,19342.00,4842.00,437.77,,531.29,0.00,,,5811.06,,5811,,0.00
12345678,3157965327.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19342.00,19342.00,4842.00,437.77,,531.29,0.00,,,5811.06,,5811,,0.00
12345678,3157965328.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19346.00,19346.00,13989.00,965.15,,1534.94,0.00,,,16489.09,,16489,,0.00
12345678,3157965329.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19348.00,19348.00,32874.00,8101.50,,0.00,0.00,,,4189.70,,4190,,36785.80
12345678,3157965330.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19351.00,19351.00,7586.00,5979.30,,0.00,0.00,,,13565.30,,13565,,0.00
12345678,3157965331.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19351.00,19351.00,7586.00,5979.30,,0.00,0.00,,,13565.30,,13565,,0.00
12345678,3157965332.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19351.00,19351.00,7586.00,5979.30,,0.00,0.00,,,13565.30,,13565,,0.00
12345678,3157965333.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19351.00,19351.00,7586.00,5979.30,,0.00,0.00,,,13565.30,,13565,,0.00
12345678,3157965334.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19363.00,19363.00,2432.00,329.32,,266.85,0.00,,,3028.17,,3028,,0.00
12345678,3157965335.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19363.00,19363.00,2432.00,329.32,,266.85,0.00,,,3028.17,,3028,,0.00
12345678,3157965336.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19374.00,19374.00,8328.00,5572.10,,0.00,0.00,,,0.00,,0,,13900.10
12345678,3157965337.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19375.00,19375.00,30956.00,8076.20,,0.00,928.68,,,38103.52,,39032,,0.00
12345678,3157965338.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19375.00,19375.00,30956.00,8076.20,,0.00,928.68,,,38103.52,,39032,,0.00
12345678,3157965351.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19397.00,19397.00,22977.00,5748.30,,0.00,0.00,,,28725.30,,28725,,0.00
12345678,3157965368.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19398.00,19398.00,17396.00,27843.40,,0.00,0.00,,,45239.40,,45239,,0.00
12345678,3157965369.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19398.00,19398.00,,0.00,,,,,,,,,,
12345678,3157965370.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19398.00,19398.00,17396.00,27843.40,,0.00,0.00,,,45239.40,,45239,,0.00
12345678,3157965371.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19398.00,19398.00,,0.00,,,,,,,,,,
12345678,3157965372.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19400.00,19400.00,2113.00,205.03,,231.85,0.00,,,2549.88,,2550,,0.00
12345678,3157965373.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19400.00,19400.00,2113.00,205.03,,231.85,0.00,,,2549.88,,2550,,0.00
12345678,3157965374.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19401.00,19401.00,1806.00,191.21,,198.16,0.00,,,2195.37,,2195,,0.00
12345678,3157965375.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19401.00,19401.00,1806.00,191.21,,198.16,0.00,,,2195.37,,2195,,0.00
12345678,3157965376.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19405.00,19405.00,22890.00,7402.60,,0.00,0.00,,,30292.60,,30293,,0.00
12345678,3157965377.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19405.00,19405.00,22890.00,7402.60,,0.00,0.00,,,30292.60,,30293,,0.00
12345678,3157965378.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19405.00,19405.00,22890.00,7402.60,,0.00,0.00,,,30292.60,,30293,,0.00
12345678,3157965379.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19405.00,19405.00,22890.00,7402.60,,0.00,0.00,,,30292.60,,30293,,0.00
12345678,3157965380.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19409.00,19409.00,16132.00,6198.70,,0.00,0.00,,,0.00,,0,,22330.70
12345678,3157965381.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19409.00,19409.00,16132.00,6198.70,,0.00,0.00,,,0.00,,0,,22330.70
12345678,3157965382.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19413.00,19413.00,2995.00,244.72,,328.63,0.00,,,0.00,,0,,3568.35
12345678,3157965383.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19413.00,19413.00,2995.00,244.72,,328.63,0.00,,,0.00,,0,,3568.35
12345678,3157965384.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19419.00,19419.00,1846.00,287.34,,202.55,0.00,,,0.00,,0,,2335.89
12345678,3157965385.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19431.00,19431.00,13952.00,28578.50,,0.00,139.52,,,42390.98,,42531,,0.00
12345678,3157965386.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19431.00,19431.00,13952.00,28578.50,,0.00,139.52,,,42390.98,,42531,,0.00
12345678,3157965387.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19432.00,19432.00,1516.00,250.76,,166.34,0.00,,,1933.10,,1933,,0.00
12345678,3157965388.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19433.00,19433.00,4319.00,304.30,,473.90,0.00,,,5097.20,,5097,,0.00
12345678,3157965389.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19435.00,19435.00,1999.00,309.84,,219.34,0.00,,,2528.18,,2528,,0.00
12345678,3157965390.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19435.00,19435.00,1999.00,309.84,,219.34,0.00,,,2528.18,,2528,,0.00
12345678,3157965391.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19436.00,19436.00,10929.00,816.80,,356.40,0.00,,,0.00,,0,,12102.20
12345678,3157965392.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19436.00,19436.00,,0.00,,,,,,,,,,
12345678,3157965393.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19438.00,19438.00,15086.00,898.75,,1655.31,0.00,,,0.00,,0,,17640.06
12345678,3157965394.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19440.00,19440.00,5634.00,473.41,,618.19,0.00,,,6725.60,,6726,,0.00
12345678,3157965395.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19441.00,19441.00,18356.00,6017.80,,0.00,0.00,,,0.00,,0,,24373.80
12345678,3157965396.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19441.00,19441.00,18356.00,6017.80,,0.00,0.00,,,0.00,,0,,24373.80
12345678,3157965397.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19444.00,19444.00,17440.00,27968.40,,0.00,174.40,,,45234.00,,45408,,0.00
12345678,3157965398.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19445.00,19445.00,2799.00,345.81,,307.07,0.00,,,3451.88,,3452,,0.00
12345678,3157965399.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19445.00,19445.00,2799.00,345.81,,307.07,0.00,,,3451.88,,3452,,0.00
12345678,3157965400.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19446.00,19446.00,3388.00,372.34,,371.75,0.00,,,4132.09,,4132,,0.00
12345678,3157965401.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19447.00,19447.00,3388.00,372.34,,371.75,0.00,,,4132.09,,4132,,0.00
12345678,3157965402.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19451.00,19451.00,18974.00,1755.40,,0.00,0.00,,,20729.40,,20729,,0.00
12345678,3157965403.00,17/07/2019,###############################################################################################################################################################################################################################################################,$,,19451.00,19451.00,18974.00,1755.40,,0.00,0.00,,,20729.40,,20729,,0.00
12345678,3157965404.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19454.00,19454.00,15312.00,6531.10,,0.00,0.00,,,21843.10,,21843,,0.00
12345678,3157965405.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19462.00,19462.00,1800.00,300.88,,197.51,0.00,,,2298.39,,2298,,0.00
12345678,3157965406.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19464.00,19464.00,10297.00,645.31,,1129.84,0.00,,,0.00,,0,,12072.15
12345678,3157965407.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19464.00,19464.00,10297.00,645.31,,1129.84,0.00,,,0.00,,0,,12072.15
12345678,3157965408.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19464.00,19464.00,9268.00,598.98,,1016.88,0.00,,,0.00,,0,,10883.86
12345678,3157965409.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19465.00,19465.00,5564.00,470.26,,610.51,0.00,,,6644.77,,6645,,0.00
12345678,3157965410.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19465.00,19465.00,5564.00,470.26,,610.51,0.00,,,6644.77,,6645,,0.00
12345678,3157965411.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19465.00,19465.00,5564.00,470.26,,610.51,0.00,,,6644.77,,6645,,0.00
12345678,3157965412.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19465.00,19465.00,5564.00,470.26,,610.51,0.00,,,6644.77,,6645,,0.00
12345678,3157965413.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19467.00,19467.00,,0.00,,,,,,,,,,
12345678,3157965414.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19467.00,19467.00,,0.00,,,,,,,,,,
12345678,3157965415.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19468.00,19468.00,8009.00,580.29,,878.79,0.00,,,9468.08,,9468,,0.00
12345678,3157965416.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19485.00,19485.00,30233.00,7488.60,,0.00,0.00,,,37721.60,,37722,,0.00
12345678,3157965417.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19492.00,19492.00,12789.00,29307.70,,0.00,127.89,,,41968.81,,42097,,0.00
12345678,3157965418.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19492.00,19492.00,9614.00,28263.60,,0.00,96.14,,,37781.46,,37878,,0.00
12345678,3157965419.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19494.00,19494.00,27101.00,8614.00,,0.00,0.00,,,35172.98,,35715,,0.00
12345678,3157965420.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19512.00,19512.00,11658.00,4746.60,,0.00,0.00,,,16404.60,,16405,,0.00
12345678,3157965421.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,30363.00,39649.10,,0.00,303.63,,,69708.47,,70012,,0.00
12345678,3157965422.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,,0.00,,,,,,,,,,
12345678,3157965423.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,30363.00,39649.10,,0.00,303.63,,,69708.47,,70012,,0.00
12345678,3157965424.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,,0.00,,,,,,,,,,
12345678,3157965425.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,30363.00,39649.10,,0.00,303.63,,,69708.47,,70012,,0.00
12345678,3157965426.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,,0.00,,,,,,,,,,
12345678,3157965427.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,30363.00,39649.10,,0.00,303.63,,,69708.47,,70012,,0.00
12345678,3157965428.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19548.00,19548.00,,0.00,,,,,,,,,,
12345678,3157965429.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19563.00,19563.00,5191.00,1959.30,,0.00,0.00,,,7150.30,,7150,,0.00
12345678,3157965430.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19563.00,19563.00,5191.00,1959.30,,0.00,0.00,,,7150.30,,7150,,0.00
12345678,3157965431.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19565.00,19565.00,5191.00,1959.30,,0.00,0.00,,,7150.30,,7150,,0.00
12345678,3157965432.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19565.00,19565.00,5191.00,1959.30,,0.00,0.00,,,7150.30,,7150,,0.00
12345678,3157965433.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19567.00,19567.00,1999.00,199.90,,219.34,0.00,,,0.00,,0,,2418.24
12345678,3157965434.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19567.00,19567.00,1999.00,199.90,,219.34,0.00,,,0.00,,0,,2418.24
12345678,3157965435.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19567.00,19567.00,1999.00,199.90,,219.34,0.00,,,0.00,,0,,2418.24
12345678,3157965436.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19568.00,19568.00,4701.00,1959.30,,0.00,0.00,,,6660.30,,6660,,0.00
12345678,3157965437.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19568.00,19568.00,4701.00,1959.30,,0.00,0.00,,,6660.30,,6660,,0.00
12345678,3157965438.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19570.00,19570.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965439.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19570.00,19570.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965440.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19570.00,19570.00,1551.00,179.74,,170.18,0.00,,,1900.92,,1901,,0.00
12345678,3157965441.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19575.00,19575.00,17319.00,15638.40,,0.00,0.00,,,32957.40,,32957,,0.00
12345678,3157965442.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19575.00,19575.00,17319.00,15638.40,,0.00,0.00,,,32957.40,,32957,,0.00
12345678,3157965443.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19577.00,19577.00,12789.00,29307.70,,0.00,127.89,,,41968.81,,42097,,0.00
12345678,3157965444.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19577.00,19577.00,12789.00,29307.70,,0.00,127.89,,,41968.81,,42097,,0.00
12345678,3157965445.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19578.00,19578.00,4331.00,414.75,,475.16,0.00,,,0.00,,0,,5220.91
12345678,3157965446.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19579.00,19579.00,17319.00,15638.40,,0.00,173.19,,,32784.21,,32957,,0.00
12345678,3157965447.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19579.00,19579.00,17319.00,15638.40,,0.00,173.19,,,32784.21,,32957,,0.00
12345678,3157965448.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19580.00,19580.00,3749.00,388.59,,411.36,0.00,,,4436.48,,4549,,0.00
12345678,3157965449.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19584.00,19584.00,1298.00,168.35,,142.42,0.00,,,1608.77,,1609,,0.00
12345678,3157965450.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19585.00,19585.00,6073.00,955.50,,0.00,0.00,,,7028.50,,7029,,0.00
12345678,3157965451.00,18/07/2019,###############################################################################################################################################################################################################################################################,$,,19586.00,19586.00,1273.00,2127.30,,0.00,0.00,,,3400.30,,3400,,0.00
